gene_id,highly_variable
ADORA1,False
CHI3L1,False
CHIT1,False
LINC01353,False
LINC01136,False
BTG2,False
FMOD,False
PRELP,False
ATP2B4,False
LAX1,True
ZC3H11A,False
ZBED6,False
SNRPE,True
SOX13,False
ETNK2,False
ERLNC1,False
REN,False
KISS1,True
GOLT1A,False
PLEKHA6,False
PPP1R15B,False
PIK3C2B,False
MDM4,False
AL512306.3,False
LRRN2,False
AL512306.2,False
NFASC,False
CNTN2,False
TMEM81,False
RBBP5,False
DSTYK,False
TMCC2,False
NUAK2,False
LEMD1-AS1,False
AC098936.1,False
CDK18,False
MFSD4A,False
ELK4,True
SLC45A3,False
NUCKS1,False
RAB29,False
SLC41A1,False
PM20D1,False
SLC26A9,False
RAB7B,False
CTSE,False
RHEX,False
FAM72A,False
SRGAP2,False
IKBKE,False
AC244034.2,False
RASSF5,False
EIF2D,True
DYRK3,False
MAPKAPK2,True
IL10,False
FCMR,False
PIGR,False
FCAMR,False
C1orf116,False
PFKFB2,True
YOD1,False
C4BPB,False
C4BPA,False
AL445493.2,False
CD55,False
CR2,False
CR1,False
CR1L,False
CD46,False
MIR29B2CHG,False
CD34,True
AL356275.1,False
PLXNA2,False
LAMB3,False
AL031316.1,False
G0S2,False
HSD11B1,False
TRAF3IP3,False
C1orf74,False
IRF6,False
UTP25,False
SERTAD4-AS1,False
HHAT,False
RCOR3,False
TRAF5,False
LINC00467,False
SLC30A1,True
NEK2,False
AC096637.2,False
LPGAT1,False
AL445488.1,False
INTS7,False
DTL,False
AL451060.1,False
PPP2R5A,True
TMEM206,False
NENF,False
AC092803.2,False
ATF3,False
FAM71A,False
BATF3,False
NSL1,False
TATDN3,False
FLVCR1-DT,False
FLVCR1,False
VASH2,False
ANGEL2,False
RPS6KC1,False
LINC00538,False
PROX1,True
AC011700.1,True
SMYD2,False
PTPN14,False
CENPF,False
KCTD3,False
USH2A,False
ESRRG,False
GPATCH2,False
SPATA17,False
RRP15,True
TGFB2,False
LYPLAL1-DT,False
LYPLAL1,False
AC096642.1,False
AL513283.1,False
ZC3H11B,False
SLC30A10,False
EPRS,False
BPNT1,False
IARS2,False
RAB3GAP2,False
MARK1,False
C1orf115,False
MARC2,False
MARC1,False
RNU6ATAC35P,False
AL445423.1,False
LINC01352,False
HLX-AS1,False
HLX,True
AL445470.1,False
DUSP10,True
LINC01705,False
AL513314.2,False
TAF1A,False
TAF1A-AS1,False
MIA3,False
AL592148.3,False
AIDA,False
BROX,False
FAM177B,False
AL392172.1,False
DISP1,False
TLR5,False
SUSD4,False
CAPN8,False
CAPN2,False
TP53BP2,False
FBXO28,True
DEGS1,True
AC092809.4,False
NVL,False
CNIH4,False
WDR26,False
CNIH3,False
DNAH14,False
LBR,False
ENAH,False
SRP9,False
EPHX1,False
AL591895.1,False
TMEM63A,False
LEFTY1,False
PYCR2,False
SDE2,False
AL512343.2,False
H3F3A,False
ACBD3,False
MIXL1,False
LIN9,False
PARP1,False
STUM,False
ITPKB,False
ITPKB-AS1,False
PSEN2,False
COQ8A,True
CDC42BPA,True
ZNF678,False
SNAP47,False
JMJD4,False
AL136379.1,False
ARF1,False
C1orf35,True
MRPL55,False
GUK1,False
GJC2,False
IBA57,False
OBSCN,False
TRIM11,False
HIST3H2A,False
HIST3H2BB,False
RNF187,False
RHOU,False
RAB4A,False
AL117350.1,False
CCSAP,False
ACTA1,False
NUP133,False
ABCB10,False
TAF5L,False
URB2,False
LINC01736,False
GALNT2,False
PGBD5,False
COG2,False
AGT,False
C1orf198,False
TTC13,True
ARV1,True
FAM89A,False
C1orf131,False
GNPAT,False
EXOC8,False
SPRTN,False
EGLN1,False
AL445524.1,False
TSNAX,False
DISC1,False
SIPA1L2,False
LINC01744,False
MAP10,False
NTPCR,False
PCNX2,False
MAP3K21,False
KCNK1,False
AL355472.4,False
AL355472.1,False
COA6,True
TARBP1,False
LINC01354,False
IRF2BP2,True
AL160408.3,False
AL160408.6,False
LINC01132,False
AL391832.2,False
AL391832.3,False
LINC01348,False
AL732292.2,False
TOMM20,False
RBM34,False
ARID4B,False
GGPS1,False
TBCE,False
AL357556.4,False
TBCE-1,False
B3GALNT2,False
GNG4,False
LYST,False
NID1,True
GPR137B,False
ERO1B,False
EDARADD,False
LGALS8,False
LGALS8-AS1,False
AL359921.2,False
AL359921.1,False
HEATR1,False
ACTN2,False
MTR,True
MT1HL1,False
RYR2,False
MTRNR2L11,False
LINC01139,False
AC093426.1,False
CHRM3,False
CHRM3-AS2,True
GREM2,False
RGS7,False
FH,False
KMO,False
OPN3,False
CHML,False
WDR64,False
EXO1,False
PLD5,False
CEP170,False
SDCCAG8,True
AKT3,False
AL591721.1,False
ZBTB18,False
AL590483.2,False
ADSS,False
CATSPERE,False
DESI2,True
COX20,False
HNRNPU,True
AL356512.1,False
EFCAB2,False
KIF26B,False
SMYD3,False
TFB2M,False
CNST,False
AL591848.3,False
AL591848.2,False
SCCPDH,False
AL591848.4,False
AHCTF1,False
ZNF670,False
ZNF669,False
C1orf229,False
ZNF124,False
AL390728.6,False
ZNF496,False
NLRP3,False
OR2B11,False
TRIM58,False
OR2L2,False
SH3BP5L,False
ZNF672,False
ZNF692,False
PGBD2,True
FAM110C,False
SH3YL1,True
ACP1,False
ALKAL2,False
TMEM18,False
AC144450.1,False
PXDN,False
MYT1L,False
EIPR1,False
TRAPPC12,False
TRAPPC12-AS1,False
ADI1,False
AC231981.1,False
AC108488.1,False
RNASEH1,False
RNASEH1-AS1,False
RPS7,False
COLEC11,False
ALLC,False
LINC01304,False
LINC00487,False
NRIR,False
CMPK2,False
RSAD2,False
RNF144A,False
LINC01871,False
LINC00299,False
U91324.1,False
AC011747.2,False
LINC01814,False
ID2-AS1,False
ID2,False
KIDINS220,False
MBOAT2,False
ASAP2,False
ITGB1BP1,False
CPSF3,False
IAH1,False
ADAM17,False
AC073195.1,False
YWHAQ,True
TAF1B,False
AC010969.2,False
GRHL1,False
AC104794.2,False
KLF11,True
CYS1,False
RRM2,False
AC007240.1,False
C2orf48,False
HPCAL1,False
ODC1,False
AC007249.2,True
NOL10,False
RN7SL832P,False
ATP6V1C2,False
AC092687.3,False
PDIA6,False
LINC01954,False
PQLC3,False
ROCK2,False
LINC00570,False
E2F6,False
GREB1,False
LPIN1,True
TRIB2,False
FAM84A,False
NBAS,True
DDX1,False
MYCN,False
FAM49A,False
RAD51AP2,False
VSNL1,True
SMC6,False
GEN1,False
KCNS3,False
AC079148.1,False
RDH14,False
LINC01376,False
OSR1,False
AC010096.1,False
LINC00954,False
TTC32,True
AC013400.1,False
WDR35,False
MATN3,False
LAPTM4A,False
SDC1,False
PUM2,True
RHOB,False
HS1BP3,False
AC012065.3,False
GDF7,False
AC012065.4,False
LDAH,False
AC115619.1,False
APOB,False
TDRD15,False
AC018742.1,False
AC011752.1,False
AC018467.1,False
KLHL29,False
AC009242.1,False
ATAD2B,True
UBXN2A,False
MFSD2B,False
WDCP,False
FKBP1B,False
SF3B6,False
FAM228B,False
TP53I3,True
PFN4,False
FAM228A,False
ITSN2,False
AC009228.1,False
NCOA1,False
PTRHD1,False
CENPO,False
ADCY3,False
AC012073.1,False
DNAJC27,False
DNAJC27-AS1,False
EFR3B,False
POMC,False
DNMT3A,False
AC012074.1,False
DTNB,False
AC104699.1,False
ASXL2,False
KIF3C,False
RAB10,False
GAREM2,False
HADHA,True
HADHB,False
ADGRF3,False
SELENOI,False
DRC1,False
KCNK3,False
SLC35F6,False
CENPA,False
MAPRE3,False
TMEM214,False
AGBL5,False
AC013472.3,False
AC013403.2,False
OST4,False
EMILIN1,False
KHK,False
CGREF1,False
ABHD1,False
PREB,False
TCF23,False
SLC5A6,False
ATRAID,False
CAD,False
TRIM54,False
UCN,False
MPV17,False
GTF3C2,False
GTF3C2-AS1,False
AC074117.1,False
EIF2B4,False
SNX17,False
ZNF513,True
PPM1G,True
NRBP1,False
KRTCAP3,False
IFT172,False
FNDC4,False
GCKR,False
C2orf16,False
ZNF512,False
CCDC121,False
GPN1,True
SUPT7L,True
SLC4A1AP,False
LINC01460,False
MRPL33,False
RBKS,True
BABAM2,False
AC104695.2,False
FOSL2,False
AC104695.3,False
PLB1,False
AC092164.1,False
PPP1CB,False
SPDYA,False
TRMT61B,False
WDR43,True
TOGARAM2,False
CLIP4,False
AC016907.2,False
YPEL5,False
LBH,True
LCLAT1,False
GALNT14,False
EHD3,False
XDH,False
SRD5A2,False
AL121652.1,False
MEMO1,False
DPY30,False
AL121655.1,False
SPAST,False
AL121658.1,False
SLC30A6,True
NLRC4,False
YIPF4,False
AL133245.1,False
BIRC6,False
TTC27,False
LTBP1,False
RASGRP3,False
AC020594.1,False
FAM98A,False
LINC01320,False
AC009414.2,False
CRIM1,False
FEZ2,False
STRN,False
HEATR5B,False
GPATCH11,False
EIF2AK2,False
CEBPZOS,False
CEBPZ,False
NDUFAF7,False
PRKD3,False
AC007391.1,False
QPCT,False
AC006369.1,False
CDC42EP3,False
RMDN2,False
CYP1B1,False
CYP1B1-AS1,False
ATL2,False
AC011247.1,False
HNRNPLL,True
GALM,False
SRSF7,False
GEMIN6,True
DHX57,False
MORN2,False
ARHGEF33,False
SOS1,False
MAP4K3,False
AC007388.1,False
TMEM178A,False
THUMPD2,False
SLC8A1,False
LINC01914,False
PKDCC,False
EML4,False
COX7A2L,False
MTA3,True
OXER1,False
HAAO,False
LINC01819,False
LINC02580,False
ZFP36L2,True
LINC01126,False
AC010883.1,False
THADA,False
PLEKHH2,False
DYNC2LI1,False
ABCG5,False
ABCG8,False
LRPPRC,False
AC019129.2,False
PPM1B,False
SLC3A1,False
PREPL,False
CAMKMT,False
SRBD1,False
PRKCE,False
EPAS1,True
LINC02583,False
ATP6V1E2,False
RHOQ,True
PIGF,False
CRIPT,False
SOCS5,False
AC016722.3,False
LINC01118,False
LINC01119,False
MCFD2,False
TTC7A,False
AC093732.2,False
AC073283.1,False
CALM2,False
AC106869.1,False
EPCAM,False
MSH2,True
KCNK12,False
MSH6,False
FBXO11,True
AC079807.1,False
FOXN2,False
AC093635.1,False
PPP1R21,False
STON1,False
NRXN1,False
ASB3,False
CHAC2,False
ERLEC1,True
GPR75,False
PSME4,False
ACYP2,True
AC008280.3,False
C2orf73,False
SPTBN1,False
EML6,False
RTN4,False
CLHC1,False
RPS27A,False
MTIF2,False
AC012358.3,False
CCDC88A,True
CFAP36,False
PPP4R3B,False
AC015982.1,False
PNPT1,False
EFEMP1,False
AC007743.1,False
CCDC85A,False
VRK2,False
FANCL,False
BCL11A,False
PAPOLG,False
REL,False
PUS10,False
PEX13,True
KIAA1841,False
C2orf74,True
USP34,False
AC016727.1,False
XPO1,False
FAM161A,False
CCT4,True
AC107081.2,False
COMMD1,False
B3GNT2,False
AC093159.1,False
TMEM17,False
AC092155.1,False
EHBP1,True
AC009501.1,False
OTX1,False
WDPCP,False
MDH1,False
UGP2,False
VPS54,False
AC012368.2,False
PELI1,False
AC012368.1,False
AC008074.1,False
LGALSL,False
AC008074.3,False
AFTPH,True
SERTAD2,False
LINC02245,False
SLC1A4,False
CEP68,False
RAB1A,False
ACTR2,False
SPRED2,False
AC007389.3,False
AC007389.5,False
LINC01873,False
MEIS1,False
MEIS1-AS2,False
LINC01828,False
ETAA1,False
C1D,False
WDR92,False
PNO1,False
PPP3R1,False
AC017083.2,False
AC017083.1,False
CNRIP1,False
PLEK,False
FBXO48,False
APLF,False
ARHGAP25,False
LINC01888,False
ANTXR1,False
GFPT1,False
NFU1,True
AAK1,False
ANXA4,True
GMCL1,False
SNRNP27,True
MXD1,False
ASPRV1,False
PCBP1,False
LINC01816,False
C2orf42,False
TIA1,False
PCYOX1,True
SNRPG,False
FAM136A,False
AC022201.2,False
TGFA,False
ADD2,False
ANKRD53,False
TEX261,False
NAGK,True
AC007881.3,False
MCEE,False
MPHOSPH10,True
PAIP2B,False
ZNF638,False
AC007878.1,False
DYSF,False
CYP26B1,False
EXOC6B,False
SPR,True
SFXN5,False
RAB11FIP5,False
SMYD5,False
PRADC1,True
CCT7,False
FBXO41,False
ALMS1,False
NAT8,False
TPRKB,False
AC092653.1,False
DUSP11,True
STAMBP,False
ACTG2,False
DGUOK,False
DGUOK-AS1,False
TET3,False
AC073263.1,False
BOLA3,False
BOLA3-AS1,False
MOB1A,False
MTHFD2,False
SLC4A5,False
DCTN1,False
C2orf81,False
WDR54,False
RTKN,False
INO80B,False
WBP1,False
MOGS,False
MRPL53,False
CCDC142,False
TTC31,False
LBX2,False
AC005041.3,False
LBX2-AS1,True
PCGF1,False
AUP1,False
HTRA2,False
LOXL3,False
DOK1,False
M1AP,False
SEMA4F,False
HK2,False
POLE4,False
AC007681.1,False
EVA1A,False
MRPL19,False
GCFC2,True
AC005034.3,False
AC005034.4,False
LRRTM4,False
REG1A,False
SUCLG1,False
DNAH6,True
TRABD2A,False
TMSB10,True
KCMF1,False
TCF7L1,False
TGOLN2,False
RETSAT,False
ELMOD3,False
CAPG,False
SH2D6,False
MAT2A,False
GGCX,False
VAMP8,False
VAMP5,False
RNF181,False
TMEM150A,False
USP39,False
C2orf68,False
GNLY,False
ATOH8,False
ST3GAL5,False
AC012511.1,False
POLR1A,False
PTCD3,False
IMMT,False
AC009309.1,False
MRPL35,False
REEP1,False
KDM3A,False
CHMP3,False
AC015971.1,False
RNF103,False
RMND5A,False
CD8A,False
CD8B,False
PLGLB1,False
LINC01943,False
CYTOR,True
AC133644.2,False
PLGLB2,True
RGPD2,False
KRCC1,False
FABP1,False
THNSL2,True
EIF2AK3,False
AC062029.1,False
RPIA,False
IGKC,False
IGKV4-1,False
IGKV3-11,False
IGKV3-15,False
IGKV1-16,False
IGKV3-20,False
IGKV2-24,False
IGKV1-39,False
IGKV3D-15,False
AC233263.6,False
AL845331.2,False
ANKRD20A8P,False
MAL,False
MRPS5,False
ZNF514,False
ZNF2,False
AC092835.1,False
PROM2,False
KCNIP3,False
FAHD2A,True
AC009237.14,False
AC009237.15,False
LINC00342,False
ANKRD36C,False
GPAT2,False
ADRA2B,False
DUSP2,False
STARD7,False
TMEM127,True
CIAO1,False
SNRNP200,False
AC021188.1,False
ITPRIPL1,False
NCAPH,False
NEURL3,False
ARID5A,False
KANSL3,False
FER1L5,False
LMAN2L,False
CNNM4,False
CNNM3-DT,False
CNNM3,False
ANKRD23,False
ANKRD39,False
SEMA4C,False
FAM178B,False
FAHD2B,False
ANKRD36,False
AC092683.1,False
ANKRD36B,False
COX5B,False
ACTR1B,False
C2orf92,False
ZAP70,False
TMEM131,False
VWA3B,False
INPP4A,False
COA5,False
UNC50,False
MGAT4A,False
AC109826.1,False
KIAA1211L,False
TSGA10,False
C2orf15,False
AC079447.1,False
LIPT1,False
AC092587.1,False
MITD1,False
MRPL30,True
LYG2,False
LYG1,False
TXNDC9,False
EIF5B,False
REV1,True
AC018690.1,False
AFF3,False
LONRF2,False
CHST10,False
PDCL3,False
NPAS2,False
RPL31,False
TBC1D8,False
TBC1D8-AS1,False
CNOT11,False
RNF149,True
MAP4K4,True
LINC01127,False
IL1R2,False
IL1R1,False
IL1RL2,False
IL1RL1,False
IL18R1,False
IL18RAP,False
MFSD9,False
TMEM182,False
LINC01965,False
LINC01831,True
MRPS9,False
LINC01918,False
AC012360.2,False
TGFBRAP1,False
AC012360.3,False
C2orf49,True
FHL2,False
NCK2,False
C2orf40,False
UXS1,False
CD8B2,False
ST6GAL2,False
RGPD4-AS1,False
SULT1C2,False
SULT1C4,False
GCC2,True
GCC2-AS1,False
LIMS1,True
RANBP2,True
CCDC138,False
EDAR,False
SH3RF3-AS1,False
SH3RF3,False
SEPT10,True
SOWAHC,False
RGPD5,False
AC013271.1,False
MALL,False
NPHP1,False
SMIM37,True
LINC01106,False
RGPD6,False
BUB1,False
ACOXL,False
MIR4435-2HG,True
BCL2L11,True
AC108463.3,False
AC068491.3,False
ANAPC1,False
MERTK,False
TMEM87B,False
FBLN7,False
ZC3H8,False
ZC3H6,False
RGPD8,False
TTL,False
POLR1B,False
CHCHD5,False
AC079922.2,False
SLC20A1,False
CKAP2L,False
IL1B,False
IL1RN,False
PSD4,True
PAX8,False
AC016745.2,False
CBWD2,False
FOXD4L1,False
PGM5P4-AS1,False
RABL2A,False
SLC35F5,True
AC104653.1,False
AC110769.2,False
ACTR3,False
LINC01191,False
DPP10,False
DPP10-AS1,False
DDX18,True
AC009404.1,False
CCDC93,False
INSIG2,True
AC093901.1,False
MARCO,False
C1QL2,False
STEAP3,False
C2orf76,False
DBI,False
TMEM37,False
SCTR,False
AC013275.1,False
CFAP221,False
TMEM177,False
PTPN4,False
EPB41L5,False
TMEM185B,False
RALB,False
INHBB,False
AC073257.2,False
TFCP2L1,False
CLASP1,False
NIFK-AS1,False
NIFK,False
TSN,False
AC023347.1,False
GYPC,True
BIN1,True
CYP27C1,False
ERCC3,False
MAP3K2,False
PROC,False
IWS1,True
AC010976.1,False
MYO7B,False
AC010976.2,False
LIMS2,False
WDR33,False
SFT2D3,True
POLR2D,False
AMMECR1L,False
AC012306.2,False
SAP130,False
UGGT1,False
HS6ST1,False
SMPD4,False
MZT2B,False
CCDC115,False
IMP4,True
PTPN18,False
PRSS40A,False
ARHGEF4,False
FAM168B,False
PLEKHB2,False
MZT2A,False
TUBA3D,False
CCDC74A,False
C2orf27B,False
AJ239322.1,False
AC097532.2,False
GPR39,False
NCKAP5,False
MGAT5,False
TMEM163,False
CCNT2-AS1,False
ACMSD,False
CCNT2,False
RAB3GAP1,False
ZRANB3,False
R3HDM1,False
UBXN4,False
MCM6,False
DARS,False
DARS-AS1,True
CXCR4,True
HNMT,True
AC114763.1,False
SPOPL,False
AC092620.3,False
AC092620.1,False
LRP1B,False
KYNU,False
ARHGAP15,False
GTDC1,False
ZEB2,False
ZEB2-AS1,False
LINC01412,False
TEX41,False
ACVR2A,False
ORC4,False
MBD5,False
EPC2,False
AC105402.3,False
KIF5C,False
LYPD6B,False
LYPD6,False
MMADHC,False
AC007364.1,False
LINC01931,False
RND3,False
RBM43,True
NMI,False
TNFAIP6,False
RIF1,False
NEB,False
ARL5A,False
CACNB4,False
STAM2,False
FMNL2,False
PRPF40A,False
ARL6IP6,False
KCNJ3,False
LINC01876,False
AC074099.1,False
NR4A2,False
GPD2,False
GALNT5,False
ERMN,False
CYTIP,True
ACVR1C,False
AC019186.1,False
ACVR1,False
UPP2,True
AC013731.1,False
CCDC148,False
PKP4,False
DAPL1,True
TANC1,True
WDSUB1,False
BAZ2B,True
AC009506.1,False
AC009961.1,False
MARCH7,False
CD302,False
LY75,False
PLA2R1,False
ITGB6,False
LINC02478,False
RBMS1,False
TANK,False
AC009299.3,False
LINC01806,False
PSMD14,False
SLC4A10,False
DPP4,True
FAP,False
IFIH1,False
GCA,False
KCNH7,False
FIGN,False
GRB14,False
COBLL1,False
AC019197.1,False
SLC38A11,False
SCN3A,False
SCN2A,False
CSRNP3,False
GALNT3,False
AC009495.1,False
AC009495.2,False
TTC21B,False
AC010127.1,False
SCN9A,False
SCN7A,False
AC016723.1,False
STK39,False
CERS6,False
NOSTRIN,False
SPC25,False
ABCB11,False
DHRS9,False
LRP2,False
BBS5,False
KLHL41,False
FASTKD1,False
PPIG,False
CCDC173,False
PHOSPHO2,False
KLHL23,False
SSB,True
METTL5,False
UBR3,False
MYO3B,False
LINC01124,False
SP5,False
AC007405.1,False
AC007405.3,False
ERICH2,False
GAD1,False
GORASP2,False
TLK1,False
METTL8,False
DCAF17,False
CYBRD1,False
DYNC1I2,False
SLC25A12,False
HAT1,True
METAP1D,False
DLX1,False
ITGA6,False
AC078883.3,False
AC078883.1,False
PDK1,False
RAPGEF4,False
MAP3K20,True
CDCA7,False
SP3,True
AC016737.1,False
OLA1,False
CIR1,True
SCRN3,False
GPR155,False
AC010894.2,False
WIPF1,False
CHRNA1,False
CHN1,False
ATF2,False
ATP5MC3,False
LNPK,False
HOXD-AS2,False
MTX2,True
LINC01116,False
LINC01117,False
HNRNPA3,False
NFE2L2,True
AC079305.1,False
AC019080.4,False
AGPS,False
TTC30B,False
TTC30A,False
PDE11A,False
RBM45,False
OSBPL6,False
AC009948.1,False
PRKRA,False
PJVK,False
FKBP7,False
PLEKHA3,False
TTN-AS1,False
TTN,False
AC009948.4,False
AC009948.3,False
AC010680.3,False
AC010680.2,False
AC010680.4,False
AC010680.5,False
CCDC141,False
SESTD1,False
ZNF385B,False
CWC22,False
UBE2E3,False
LINC01934,False
ITGA4,False
NEUROD1,False
AC009962.1,False
SSFA2,False
PPP1R1C,False
PDE1A,False
DNAJC10,False
FRZB,False
NCKAP1,False
DUSP19,False
NUP35,False
AC021851.1,False
AC096667.1,False
ZNF804A,False
FSIP2,False
FSIP2-AS1,False
LINC01473,False
AC017071.1,False
ZC3H15,False
ITGAV,False
FAM171B,False
AC007319.1,False
CALCRL,False
TFPI,True
GULP1,False
COL3A1,False
COL5A2,False
WDR75,False
SLC40A1,True
ASNSD1,True
ANKAR,False
OSGEPL1,False
OSGEPL1-AS1,False
AC013468.1,False
ORMDL1,True
PMS1,False
C2orf88,False
MSTN,False
HIBCH,False
INPP1,False
MFSD6,False
AC093388.1,False
NEMP2,False
AC108047.1,False
NAB1,False
GLS,False
STAT1,False
STAT4,False
MYO1B,False
NABP1,False
CAVIN2,True
AC098617.1,False
TMEFF2,False
LINC01821,False
SLC39A10,False
DNAH7,False
STK17B,False
AC114760.2,False
HECW2,False
AC068544.1,False
CCDC150,False
GTF3C3,True
PGAP1,False
ANKRD44,False
AC013264.1,False
AC010746.1,False
SF3B1,True
COQ10B,True
HSPD1,False
HSPE1,False
MOB4,False
RFTN2,False
MARS2,False
PLCL1,False
SATB2,False
FTCDNL1,False
C2orf69,False
TYW5,False
MAIP1,True
SPATS2L,False
KCTD18,False
SGO2,False
AOX1,True
BZW1,False
CLK1,False
PPIL3,False
NIF3L1,False
ORC2,False
AC005037.1,False
FAM126B,False
NDUFB3,False
AC007272.1,False
CFLAR,True
CFLAR-AS1,False
CASP10,True
CASP8,False
ALS2CR12,False
TRAK2,False
STRADB,False
TMEM237,False
MPP4,False
ALS2,False
FZD7,False
KIAA2012,False
AC079354.1,False
AC079354.3,False
SUMO1,False
NOP58,True
AC064836.2,False
AC064836.3,False
BMPR2,True
FAM117B,False
ICA1L,False
WDR12,False
CARF,False
NBEAL1,False
CYP20A1,False
ABI2,True
RAPH1,False
CD28,False
CTLA4,False
ICOS,False
PARD3B,False
NRP2,False
INO80D,False
AC007383.2,False
NDUFS1,False
EEF1B2,False
GPR1,False
ZDBF2,False
ADAM23,False
MDH1B,False
FASTKD2,False
AC008269.1,False
CPO,False
KLF7,False
AC007879.3,False
CREB1,False
METTL21A,True
LINC01857,False
CCNYL1,False
AC096772.1,False
FZD5,True
PLEKHM3,False
IDH1,False
IDH1-AS1,True
PIKFYVE,False
PTH2R,False
MAP2,False
UNC80,False
RPE,False
KANSL1L,False
AC007038.2,False
AC007038.1,False
ACADL,True
LANCL1-AS1,False
LANCL1,False
CPS1,False
ERBB4,False
IKZF2,False
AC079610.2,False
AC079610.1,False
SPAG16,False
BARD1,False
AC072062.1,False
ATIC,True
FN1,True
AC012668.3,False
LINC00607,False
AC093382.1,False
MREG,False
PECR,True
TMEM169,False
XRCC5,False
LINC01963,False
SMARCAL1,False
AC098820.3,False
RPL37A,False
AC073321.1,False
IGFBP2,False
IGFBP5,False
DIRC3,False
TNS1,False
AC010136.1,False
RUFY4,False
CXCR2,False
CXCR1,False
ARPC2,False
GPBAR1,False
AAMP,True
PNKD,False
TMBIM1,False
CATIP,False
SLC11A1,False
CTDSP1,True
AC021016.3,False
VIL1,False
USP37,False
CNOT9,False
PLCD4,False
AC012510.1,False
ZNF142,True
BCS1L,True
RNF25,False
STK36,False
TTLL4,False
CYP27A1,False
AC009974.1,False
CFAP65,False
IHH,False
AC097468.3,False
NHEJ1,False
SLC23A3,False
CNPPD1,False
RETREG2,False
ZFAND2B,False
ABCB6,False
AC068946.2,False
ATG9A,False
ANKZF1,False
GLB1L,False
STK16,True
TUBA4A,True
TUBA4B,False
DNAJB2,False
PTPRN,False
DNPEP,False
AC053503.2,False
DES,False
SPEG,False
AC053503.5,False
GMPPA,False
ASIC4,False
CHPF,False
TMEM198,False
OBSL1,False
AC009955.4,False
INHA,False
STK11IP,False
SLC4A3,False
AC067956.1,False
EPHA4,False
AC079834.2,False
AC010980.2,False
SGPP2,False
AC097461.1,False
FARSB,False
MOGAT1,False
ACSL3,False
KCNE4,False
AP1S3,False
WDFY1,False
MRPL44,True
SERPINE2,False
FAM124B,False
CUL3,True
DOCK10,False
NYAP2,False
IRS1,False
AC010735.2,False
RHBDD1,False
COL4A4,False
COL4A3,False
AC097662.1,False
MFF,False
AGFG1,False
C2orf83,False
SCYGR4,False
SLC19A3,False
CCL20,False
LINC01807,False
PID1,True
TRIP12,True
FBXO36,False
SLC16A14,False
AC009950.1,False
SP110,False
SP140,False
SP140L,True
SP100,False
CAB39,False
ITM2C,True
GPR55,False
C2orf72,True
PSMD1,False
HTR2B,False
ARMC9,False
B3GNT7,False
NCL,False
NMUR1,False
PTMA,False
PDE6D,False
COPS7B,False
DIS3L2,True
ECEL1,False
TIGD1,False
EIF4E2,False
EFHD1,True
GIGYF2,False
KCNJ13,False
SNORC,False
NGEF,True
INPP5D,False
ATG16L1,False
SAG,False
AC013726.1,False
DGKD,False
USP40,False
UGT1A8,False
UGT1A9,False
UGT1A7,False
UGT1A6,False
UGT1A4,False
UGT1A3,False
UGT1A1,False
MROH2A,False
HJURP,False
TRPM8,False
SPP2,False
ARL4C,False
SH3BP4,True
AGAP1,False
IQCA1,False
ACKR3,False
AC105760.1,False
AC105760.2,False
COPS8,True
AC107079.1,False
COL6A3,False
MLPH,False
RAB17,True
AC104667.2,False
LRRFIP1,True
RBM44,False
RAMP1,False
UBE2F,False
SCLY,False
ESPNL,False
KLHL30,False
ERFE,False
ILKAP,True
HES6,True
PER2,False
AC012485.2,False
TRAF3IP1,False
ASB1,True
TWIST2,False
HDAC4,False
AC062017.1,False
NDUFA10,False
COPS9,False
GPC1,False
ANKMY1,False
DUSP28,False
RNPEPL1,False
CAPN10-DT,False
CAPN10,False
GPR35,False
KIF1A,False
AGXT,False
C2orf54,False
CROCC2,False
AC104809.1,True
SNED1,False
AC005237.1,False
MTERF4,True
PASK,False
PPP1R7,False
ANO7,False
HDLBP,False
SEPT2,False
FARP2,False
STK25,False
BOK-AS1,False
BOK,False
AC133528.1,False
THAP4,True
ATG4B,False
DTYMK,False
ING5,False
D2HGDH,True
AC114730.2,False
AC131097.3,False
NEU4,False
PDCD1,False
RTP5,False
LINC01238,False
LINC01238-1,False
CHL1,False
AC087430.1,False
CNTN4,False
IL5RA,True
TRNT1,True
CRBN,True
AC024060.1,False
AC034195.1,False
SUMF1,False
LRRN1,False
SETMAR,False
ITPR1-DT,False
ITPR1,False
EGOT,False
AC018816.1,False
BHLHE40-AS1,False
BHLHE40,False
ARL8B,True
AC026202.2,False
AC026202.3,False
EDEM1,True
AC069277.1,False
GRM7,False
LMCD1-AS1,False
AC023481.1,False
LMCD1,False
OXTR,False
RAD18,False
SRGAP3,False
AC026191.1,False
THUMPD3-AS1,True
THUMPD3,True
SETD5,False
LHFPL4,False
MTMR14,False
CPNE9,False
BRPF1,True
OGG1,True
CAMK1,True
TADA3,True
ARPC4,True
TTLL3,False
AC022382.1,False
RPUSD3,False
CIDEC,False
JAGN1,False
IL17RE,False
IL17RC,False
CRELD1,False
PRRT3,False
PRRT3-AS1,False
AC018809.2,False
EMC3,True
AC022007.1,False
FANCD2,False
BRK1,False
VHL,False
IRAK2,False
TATDN2,False
LINC00852,False
GHRL,False
GHRLOS,False
SEC13,False
ATP2B2,False
SLC6A1,True
HRH1,False
ATG7,False
