gene_id,highly_variable
AMBRA1,False
HARBI1,True
ATG13,False
ARHGAP1,False
ZNF408,False
F2,False
CKAP5,False
LRP4-AS1,False
LRP4,False
C11orf49,False
ARFGAP2,False
PACSIN3,False
DDB2,False
ACP2,False
NR1H3,False
MADD,False
MYBPC3,False
SPI1,True
AC090559.1,False
SLC39A13,False
PSMC3,True
RAPSN,False
CELF1,False
NDUFS3,False
PTPMT1,False
KBTBD4,False
C1QTNF4,False
MTCH2,False
AGBL2,False
FNBP4,False
NUP160,False
PTPRJ,False
FOLH1,False
LRRC55,False
APLNR,False
TNKS1BP1,False
AP000781.1,False
SSRP1,False
P2RX3,False
PRG2,False
SLC43A3,False
RTN4RL2,False
SLC43A1,True
TIMM10,False
UBE2L6,True
SERPING1,False
YPEL4,False
CLP1,True
ZDHHC5,False
MED19,True
TMX2,False
SELENOH,False
CTNND1,False
OR9Q1,False
LPXN,False
ZFP91,False
CNTF,False
GLYAT,False
GLYATL1,False
AP001636.3,False
FAM111B,False
FAM111A-DT,False
FAM111A,False
DTX4,False
MPEG1,False
OR5AN1,False
OR5A1,False
OR4D9,False
OSBP,False
AP000442.2,False
PATL1,False
STX3,False
MRPL16,False
TCN1,False
MS4A3,False
MS4A2,False
AP001257.1,False
MS4A6A,True
MS4A4E,False
MS4A4A,False
MS4A6E,False
MS4A7,True
MS4A14,False
MS4A1,False
MS4A8,False
CCDC86,True
PTGDR2,False
PRPF19,False
TMEM109,True
AP003721.1,False
TMEM132A,False
SLC15A3,False
CD6,False
CD5,False
VPS37C,False
PGA5,False
VWCE,False
DDB1,True
TKFC,False
CYB561A3,False
TMEM138,False
TMEM216,False
CPSF7,True
AP003108.2,False
SDHAF2,False
PPP1R32,False
SYT7,True
AP003559.1,False
DAGLA,False
DKFZP434K028,False
MYRF,False
TMEM258,False
FEN1,False
FADS2,False
FADS1,False
FADS3,False
RAB3IL1,False
BEST1,False
FTH1,False
INCENP,False
SCGB2A1,False
ASRGL1,False
AHNAK,True
EEF1G,False
TUT1,False
MTA2,False
EML3,False
ROM1,False
B3GAT3,False
GANAB,True
INTS5,False
C11orf98,False
LBHD1,False
CSKMT,False
UQCC3,False
UBXN1,False
LRRN4CL,False
BSCL2,False
GNG3,False
HNRNPUL2,False
TTC9C,False
ZBTB3,False
POLR2G,True
AP001160.2,False
TAF6L,False
TMEM223,False
AP001160.3,True
TMEM179B,True
NXF1,False
STX5,False
AP001160.1,False
WDR74,False
SLC3A2,False
SLC22A24,False
SLC22A10,False
SLC22A25,False
SLC22A9,False
HRASLS5,False
LGALS12,False
RARRES3,False
HRASLS2,False
PLA2G16,True
ATL3,False
RTN3,False
C11orf95,False
SPINDOC,False
MARK2,False
NAA40,False
COX8A,False
OTUB1,False
MACROD1,False
AP006333.1,False
STIP1,False
FERMT3,False
TRPT1,False
NUDT22,False
AP001453.1,False
DNAJC4,False
VEGFB,False
FKBP2,False
PPP1R14B,False
AP001453.2,False
PLCB3,False
BAD,False
GPR137,False
CATSPERZ,False
ESRRA,True
TRMT112,True
PRDX5,False
AP003774.4,False
CCDC88B,False
RPS6KA4,False
AP003774.3,False
NRXN2,False
RASGRP2,False
PYGM,False
SF1,False
AP001462.1,False
MAP4K2,False
MEN1,False
CDC42BPG,False
EHD1,False
MIR194-2HG,False
ATG2A,False
PPP2R5B,False
GPHA2,False
MAJIN,False
BATF2,False
ARL2,True
SNX15,False
SAC3D1,False
NAALADL1,False
CDCA5,False
ZFPL1,False
TMEM262,False
VPS51,False
AP003068.1,False
TM7SF2,False
ZNHIT2,False
FAU,False
SYVN1,False
MRPL49,True
SPDYC,False
AP003068.2,False
CAPN1,False
POLA2,False
CDC42EP2,False
DPF2,False
TIGD3,False
SLC25A45,False
FRMD8,False
NEAT1,False
MALAT1,False
AP000769.2,False
SCYL1,False
LTBP3,False
SSSCA1,False
FAM89B,False
EHBP1L1,False
KCNK7,False
MAP3K11,False
PCNX3,False
SIPA1,True
RELA,False
KAT5,False
RNASEH2C,True
AP5B1,False
CFL1,False
MUS81,False
EFEMP2,False
CTSW,False
FIBP,False
CCDC85B,False
FOSL1,False
C11orf68,False
DRAP1,False
SART1,False
EIF1AD,False
BANF1,True
CST6,False
CATSPER1,False
SF3B2,False
AP006287.2,False
PACS1,False
AP000759.1,False
KLC2,False
AP001107.4,False
RAB1B,False
AP001107.1,False
AP001107.2,False
CNIH2,False
YIF1A,True
RIN1,False
BRMS1,True
B4GAT1,False
AP001107.9,False
SLC29A2,False
MRPL11,False
PELI3,False
AP002748.3,False
DPP3,False
BBS1,True
ZDHHC24,False
AP002748.1,False
CTSF,True
CCS,False
RBM14,False
RBM14-RBM4,False
RBM4,False
RBM4B,False
AP001157.1,False
SPTBN2,False
C11orf80,False
RCE1,False
PC,True
LRFN4,False
SYT12,False
RHOD,False
KDM2A,True
GRK2,False
ANKRD13D,False
SSH3,False
RAD9A,False
POLD4,False
AP003419.2,False
CLCF1,False
AP003419.3,False
PPP1CA,True
TBC1D10C,True
CARNS1,False
RPS6KB2,False
RPS6KB2-AS1,False
CORO1B,False
CABP4,False
TMEM134,False
AIP,True
PITPNM1,False
CDK2AP2,False
GSTP1,True
C11orf72,True
NDUFV1,False
NUDT8,True
TBX10,False
ACY3,False
AP003716.1,True
UNC93B1,False
ALDH3B1,False
NDUFS8,False
TCIRG1,False
AP002807.1,False
CHKA,False
AP002992.1,False
KMT5B,False
C11orf24,False
LRP5,False
PPP6R3,False
TESMIN,False
CPT1A,False
AP000808.1,False
MRPL21,True
IGHMBP2,False
MRGPRF,False
TPCN2,False
AP003071.1,False
MYEOV,False
AP000439.3,False
LINC01488,False
CCND1,False
ORAOV1,False
FGF19,False
AP003555.3,False
AP003555.2,False
ANO1,False
FADD,False
PPFIA1,False
AP000487.1,False
CTTN,True
SHANK2,False
SHANK2-AS1,False
DHCR7,True
AP002387.2,False
NADSYN1,False
KRTAP5-7,False
KRTAP5-8,False
KRTAP5-9,False
KRTAP5-10,False
FAM86C1,False
ZNF705E,False
AP002495.2,False
RNF121,False
IL18BP,False
NUMA1,False
AP002490.1,False
LRTOMT,False
LAMTOR1,False
ANAPC15,True
AP000812.1,False
FOLR2,False
INPPL1,False
CLPB,False
LINC01537,False
PDE2A,False
AP005019.1,False
ARAP1,False
ARAP1-AS1,False
ARAP1-AS2,False
STARD10,False
ATG16L2,False
FCHSD2,False
AP002761.1,False
P2RY2,False
P2RY6,False
AP002761.3,False
ARHGEF17,False
RELT,False
FAM168A,False
AP000763.3,False
PLEKHB1,False
RAB6A,False
AP002770.1,False
MRPL48,False
COA4,False
PAAF1,True
DNAJB13,False
UCP2,False
UCP3,False
C2CD3,False
PPME1,False
P4HA3,False
PGM2L1,False
KCNE3,False
LIPT2,False
POLD3,False
CHRDL2,False
RNF169,False
XRRA1,False
SPCS2,False
NEU3,False
SLCO2B1,True
TPBGL,False
ARRB1,False
RPS3,True
KLHL35,False
GDPD5,False
SERPINH1,False
MAP6,False
MOGAT2,False
DGAT2,False
UVRAG,False
WNT11,False
THAP12,False
GVQW3,False
AP002360.3,False
AP002360.1,False
EMSY,False
AP001189.1,False
LRRC32,False
TSKU,True
AP003119.2,False
ACER3,False
CAPN5,False
MYO7A,False
GDPD4,False
PAK1,True
AP003680.1,False
CLNS1A,False
AQP11,True
RSF1,False
AAMDC,True
AP002812.5,False
INTS4,False
KCTD14,False
AP003032.1,False
THRSP,False
NDUFC2,False
ALG8,False
KCTD21-AS1,False
KCTD21,False
USP35,False
GAB2,False
AP003086.1,False
NARS2,False
AP003110.1,False
PRCP,False
DDIAS,False
RAB30,False
RAB30-AS1,True
PCF11,False
PCF11-AS1,False
ANKRD42,False
CCDC90B,False
DLG2,True
TMEM126B,False
TMEM126A,False
CREBZF,True
CCDC89,False
SYTL2,False
PICALM,True
EED,False
HIKESHI,False
CCDC81,False
ME3,False
AP003059.1,False
PRSS23,True
AP000654.1,False
AP001528.2,True
FZD4,False
AP001528.1,False
TMEM135,False
RAB38,False
CTSC,True
NOX4,False
NAALAD2,False
CHORDC1,False
FAT3,False
SLC36A4,False
SMCO4,False
CEP295,False
TAF1D,False
C11orf54,False
AP001273.2,False
MED17,False
PANX1,False
GPR83,False
MRE11,False
AP000786.1,False
ANKRD49,True
C11orf97,False
FUT4,False
PIWIL4,False
AMOTL1,False
CWC15,True
KDM4D,False
SRSF8,True
ENDOD1,False
AP000787.1,False
SESN3,True
FAM76B,True
CEP57,True
MTMR2,True
MAML2,False
CCDC82,False
JRKL,False
ARHGAP42,False
PGR,False
CEP126,False
CFAP300,False
AP001527.2,False
YAP1,False
BIRC3,True
BIRC2,True
TMEM123,False
AP001830.1,False
AP001830.2,False
MMP7,False
AP000851.2,False
MMP8,False
MMP1,False
MMP3,False
DCUN1D5,False
DYNC2H1,False
PDGFD,False
CASP4,False
CASP1,False
CARD16,True
GRIA4,False
MSANTD4,False
KBTBD3,True
AASDHPPT,True
GUCY1A2,False
AP000766.1,False
CWF19L2,False
ALKBH8,False
ELMOD1,False
SLC35F2,False
RAB39A,False
CUL5,True
ACAT1,False
NPAT,True
ATM,False
C11orf65,False
KDELC2,False
EXPH5,False
DDX10,False
RDX,False
ZC3H12C,False
FDX1,False
ARHGAP20,False
LINC02550,False
COLCA1,False
COLCA2,False
POU2AF1,False
LAYN,False
SIK2,False
PPP2R1B,True
AP001781.1,False
ALG9,False
FDXACB1,False
C11orf1,True
CRYAB,False
HSPB2,False
C11orf52,False
DIXDC1,False
DLAT,False
PIH1D2,False
NKAPD1,False
TIMM8B,False
SDHD,False
IL18,False
TEX12,False
BCO2,True
PTS,False
AP002884.4,False
AP002884.1,False
AP000802.1,False
NCAM1,False
AP000880.1,False
TTC12,False
TMPRSS5,False
ZW10,False
AP003170.4,False
USP28,False
ZBTB16,False
NNMT,True
C11orf71,False
RBM7,False
REXO2,True
CADM1,False
LINC00900,False
LINC02151,False
BUD13,False
ZPR1,True
APOA5,True
AP006216.2,False
APOA4,False
APOC3,False
APOA1,False
APOA1-AS,False
SIK3,False
PAFAH1B2,False
SIDT2,False
TAGLN,False
PCSK7,False
RNF214,False
BACE1,False
BACE1-AS,False
CEP164,False
DSCAML1,False
FXYD2,False
FXYD6,False
IL10RA,False
TMPRSS4,False
SCN4B,False
JAML,False
MPZL3,False
MPZL2,True
CD3E,True
CD3D,True
CD3G,False
UBE4A,False
AP001267.1,False
ATP5MG,False
AP001267.2,False
KMT2A,True
AP001267.3,False
TTC36,True
TMEM25,False
IFT46,False
ARCN1,False
PHLDB1,False
TREH,False
AP002954.1,False
DDX6,True
AP004609.3,False
CXCR5,False
BCL9L,False
AP003392.4,False
CCDC84,False
AP003392.1,False
RPS25,False
TRAPPC4,True
SLC37A4,False
HYOU1,False
AP003392.6,False
VPS11,False
HMBS,False
H2AFX,False
DPAGT1,False
C2CD2L,False
HINFP,False
ABCG4,False
NLRX1,False
PDZD3,False
CCDC153,False
CBL,False
MCAM,False
RNF26,False
USP2,False
USP2-AS1,False
THY1,False
NECTIN1,False
TRIM29,False
OAF,False
TMEM136,False
ARHGEF12,True
GRIK4,False
AP004147.1,False
TBCEL,False
AP000646.1,False
TECTA,False
SC5D,False
AP000977.1,False
SORL1,False
BLID,False
AP000755.1,False
UBASH3B,False
CRTAM,False
JHY,False
HSPA8,False
CLMP,False
GRAMD1B,False
SCN3B,False
ZNF202,False
OR8D4,False
VWA5A,False
TBRG1,False
SIAE,True
SPA17,False
NRGN,False
AP000866.5,False
VSIG2,False
ESAM,True
AP000866.2,False
MSANTD2,False
AP000866.1,False
ROBO3,False
ROBO4,False
HEPACAM,False
HEPN1,False
CCDC15,False
SLC37A2,False
TMEM218,False
PKNOX2,False
FEZ1,False
EI24,False
STT3A-AS1,False
STT3A,False
CHEK1,False
PATE2,False
HYLS1,False
PUS3,False
DDX25,False
CDON,False
RPUSD4,True
FAM118B,False
SRPRA,False
FOXRED1,False
TIRAP,False
AP001318.2,False
DCPS,False
GSEC,False
ST3GAL4,False
KIRREL3,False
AP001783.1,False
ETS1,False
FLI1,False
SENCR,False
KCNJ1,False
KCNJ5,False
C11orf45,False
TP53AIP1,False
ARHGAP32,False
BARX2,False
TMEM45B,False
NFRKB,False
PRDM10,False
LINC00167,False
APLP2,False
ST14,False
ZBTB44,True
AP002986.1,False
ADAMTS8,False
ADAMTS15,False
LINC02551,False
AP003486.1,False
SNX19,False
NTM,False
AP000911.1,False
JAM3,False
NCAPD3,False
VPS26B,False
THYN1,False
ACAD8,False
GLB1L2,False
B3GAT1,False
AP004550.1,False
AP001999.1,False
ZMYND11,False
DIP2C,False
PRR26,False
LARP4B,False
GTPBP4,True
IDI2,False
IDI2-AS1,False
IDI1,False
WDR37,False
ADARB2,False
PFKP,False
PITRM1,False
KLF6,True
MANCR,False
AKR1E2,False
AKR1C1,False
AKR1C2,True
AL391427.1,False
AKR1C3,True
AKR1C4,False
NET1,True
CALML3-AS1,False
CALML3,False
AL365356.5,False
AL365356.4,False
ASB13,False
FAM208B,False
GDI2,False
AL596094.1,False
ANKRD16,False
FBH1,False
AL137186.2,False
IL15RA,False
IL2RA,False
RBM17,False
PFKFB3,False
AL137145.2,False
AL137145.1,False
PRKCQ,False
LINP1,False
SFMBT2,False
ITIH5,False
ITIH2,False
KIN,False
ATP5F1C,False
TAF3,False
GATA3,False
CELF2,False
USP6NL,False
AL512631.2,False
ECHDC3,True
PROSER2,False
PROSER2-AS1,False
UPF2,True
DHTKD1,True
SEC61A2,False
NUDT5,False
CDC123,False
AL512770.1,False
CAMK1D,False
CCDC3,False
OPTN,False
MCM10,False
UCMA,False
PHYH,False
SEPHS1,False
BEND7,False
PRPF18,False
AL157392.5,False
FRMD4A,False
AL157392.4,False
FAM107B,True
CDNF,False
HSPA14,False
HSPA14-1,False
AC069544.1,False
SUV39H2,False
DCLRE1C,False
MEIG1,False
OLAH,False
ACBD7,False
RPP38,False
NMT2,True
FAM171A1,False
ITGA8,False
MINDY3,True
PTER,False
RSU1,True
CUBN,False
TRDMT1,False
VIM-AS1,False
VIM,True
ST8SIA6,False
ST8SIA6-AS1,False
HACD1,False
STAM-AS1,False
STAM,False
TMEM236,False
MRC1,False
CACNB2,False
AL450384.2,False
AL450384.1,False
NSUN6,True
ARL5B,False
AL157895.1,False
PLXDC2,True
NEBL,False
CASC10,False
SKIDA1,False
MLLT10,False
DNAJC1,True
COMMD3,True
BMI1,False
AL158211.3,False
PIP4K2A,True
MSRB2,False
C10orf67,False
OTUD1,False
KIAA1217,False
ARHGAP21,False
PRTFDC1,False
AL512598.1,False
ENKUR,False
THNSL1,False
MYO3A,False
APBB1IP,False
PDSS1,False
AL390961.2,False
ABI1,True
ANKRD26,False
YME1L1,False
MASTL,False
ACBD5,False
RAB18,False
MKX,False
ARMC4,False
MPP7,False
WAC-AS1,False
WAC,False
BAMBI,False
SVIL,False
JCAD,False
MTPAP,True
MAP3K8,False
AL590068.1,False
LYZL2,False
ZNF438,False
ZEB1-AS1,False
ZEB1,False
AL161935.3,False
ARHGAP12,False
KIF5B,True
EPC1,False
CCDC7,False
AL365203.2,False
ITGB1,True
ITGB1-DT,False
NRP1,False
PARD3,False
PARD3-AS1,False
CUL2,False
AL392046.1,False
CREM,True
CCNY,True
AL117336.3,False
AL121749.1,False
FZD8,False
PCAT5,False
AL132657.1,False
ZNF248,False
AL135791.1,False
ZNF25,False
ZNF33A,False
ZNF37A,False
AL117339.5,False
AL117339.4,False
LINC00839,False
ZNF33B,False
BMS1,False
RET,False
AC010864.1,False
CSGALNACT2,False
RASGEF1A,False
HNRNPF,False
AL450326.1,False
ZNF487,False
ZNF239,False
ZNF485,False
ZNF32-AS3,False
ZNF32,False
AL137026.1,False
CXCL12,False
RASSF4,False
DEPP1,False
C10orf25,False
ZNF22,False
ALOX5,False
MARCH8,False
ZFAND4,False
WASHC2C,False
AGAP4,False
TIMM23,True
NCOA4,True
MSMB,True
ANXA8L1,False
LINC00842,False
GPRIN2,False
SYT15,False
AL356056.2,False
AL356056.1,False
AL356056.3,False
PTPN20,False
ANXA8,False
AGAP9,False
BX547991.1,True
AC245041.2,False
AC245041.1,False
MAPK8,False
ARHGAP22,False
WDFY4,False
VSTM4,False
TMEM273,False
ERCC6,False
OGDHL,False
PARG,False
TIMM23B,False
LINC00843,False
AGAP6,False
WASHC2A,False
ASAH2,False
SGMS1,False
SGMS1-AS1,False
ASAH2B,False
A1CF,False
PRKG1,False
AL731537.1,False
CSTF2T,False
AC074327.1,False
MBL2,False
ZWINT,False
IPMK,False
CISD1,False
UBE2D1,False
TFAM,False
BICC1,False
LINC00844,False
PHYHIPL,False
FAM13C,True
SLC16A9,False
MRLN,False
CCDC6,False
ANK3,False
CDK1,False
RHOBTB1,False
TMEM26,False
ARID5B,False
RTKN2,False
ZNF365,False
ADO,False
EGR2,False
NRBF2,False
JMJD1C,False
JMJD1C-AS1,False
REEP3,False
AC024600.1,False
LINC01515,False
CTNNA3,True
DNAJC12,True
AL133551.1,False
SIRT1,False
HERC4,False
ATOH7,False
AC016395.1,False
PBLD,True
HNRNPH3,True
RUFY2,True
DNA2,False
SLC25A16,True
TET1,False
CCAR1,False
STOX1,False
DDX50,False
DDX21,False
KIF1BP,False
SRGN,True
VPS26A,False
SUPV3L1,False
HKDC1,False
HK1,False
TACR2,False
TSPAN15,False
FAM241B,False
AL450311.1,False
COL13A1,False
H2AFY2,False
AIFM2,True
TYSND1,False
SAR1A,False
PPA1,True
NPFFR1,False
LRRC20,False
EIF4EBP2,False
PALD1,False
PRF1,False
SGPL1,False
PCBD1,False
UNC5B,False
UNC5B-AS1,False
SLC29A3,False
CDH23,False
C10orf105,False
VSIR,False
PSAP,False
CHST3,False
SPOCK2,False
ASCC1,False
ANAPC16,True
DDIT4,True
DDIT4-AS1,False
DNAJB12,False
MICU1,False
MCU,False
OIT3,False
PLA2G12B,True
P4HA1,True
AL731563.2,False
AL731563.3,False
NUDT13,False
AC016394.2,False
ECD,False
FAM149B1,False
DNAJC9,False
DNAJC9-AS1,False
MRPS16,False
AC016394.1,False
CFAP70,False
ANXA7,True
MSS51,False
PPP3CB,False
USP54,True
AC073389.1,False
AC073389.3,False
SYNPO2L,False
AGAP5,False
AC022400.6,False
SEC24C,False
FUT11,False
CHCHD1,False
ZSWIM8,True
NDST2,False
CAMK2G,False
PLAU,False
VCL,False
AP3M1,False
ADK,False
KAT6B,False
SAMD8,False
VDAC2,False
COMTD1,True
ZNF503-AS1,False
ZNF503,False
ZNF503-AS2,False
AC010997.5,False
AC010997.4,False
LRMDA,False
KCNMA1,False
DLG5,False
POLR3A,False
RPS24,False
LINC00595,False
ZMIZ1-AS1,False
ZMIZ1,False
PPIF,True
ZCCHC24,False
EIF5AL1,False
AL132656.2,False
NUTM2B-AS1,False
AL135925.1,False
NUTM2E,False
SFTPD,False
SFTPD-AS1,False
TMEM254-AS1,False
TMEM254,False
PLAC9,True
ANXA11,True
LINC00857,False
MAT1A,False
DYDC2,False
FAM213A,False
TSPAN14,True
AC021028.1,False
NRG3,False
AL603756.1,False
GHITM,False
CDHR1,False
CCSER2,False
GRID1,False
WAPL,True
AL731569.1,False
LDB3,False
AC067750.1,False
BMPR1A,False
MMRN2,True
SNCG,True
ADIRF,True
GLUD1,False
SHLD2,False
NUTM2A-AS1,True
NUTM2D,False
LINC00864,False
MINPP1,False
PAPSS2,True
ATAD1,False
KLLN,False
PTEN,False
RNLS,False
LIPJ,False
LIPN,False
ANKRD22,False
STAMBPL1,False
ACTA2,True
FAS,False
CH25H,False
LIPA,True
IFIT2,False
AL353751.1,False
IFIT3,False
IFIT1B,False
IFIT1,False
IFIT5,False
SLC16A12,False
PANK1,False
AL157400.2,False
AL157400.4,False
KIF20B,False
LINC00865,False
LINC01374,False
RPP30,False
ANKRD1,False
PCGF5,True
HECTD2,False
PPP1R3C,False
TNKS2-AS1,False
TNKS2,False
FGFBP3,False
AL359198.1,False
BTAF1,False
CPEB3,True
MARCH5,True
IDE,True
KIF11,True
HHEX,True
EXOC6,False
CYP26A1,False
MYOF,False
CEP55,False
FFAR4,False
RBP4,False
FRA10AC1,False
LGI1,False
SLC35G1,False
PLCE1,False
PLCE1-AS1,False
NOC3L,False
TBC1D12,False
HELLS,False
CYP2C18,False
CYP2C19,False
CYP2C9,True
CYP2C8,False
ACSM6,False
PDLIM1,False
SORBS1,True
ALDH18A1,False
TCTN3,False
ENTPD1,False
ENTPD1-AS1,False
CC2D2B,False
CCNJ,False
ZNF518A,False
BLNK,False
TLL2,False
TM9SF3,False
PIK3AP1,False
LCOR,False
SLIT1,False
ARHGAP19,False
FRAT1,False
FRAT2,False
RRP12,False
PGAM1,False
EXOSC1,True
ZDHHC16,False
MMS19,False
UBTD1,False
ANKRD2,False
HOGA1,True
C10orf62,False
MORN4,False
PI4K2A,False
AVPI1,True
MARVELD1,False
ZFYVE27,False
SFRP5,False
GOLGA7B,False
CRTAC1,False
R3HCC1L,False
LOXL4,False
PYROXD2,False
HPS1,True
CNNM1,False
GOT1,True
AL391684.1,False
SLC25A28,False
AL353719.1,False
AL133353.1,False
ENTPD7,False
CUTC,False
COX15,False
ABCC2,True
DNMBP,False
DNMBP-AS1,False
CPN1,False
ERLIN1,False
CHUK,False
CWF19L1,False
BLOC1S2,True
PKD2L1,False
SCD,True
OLMALINC,False
SEC31B,False
NDUFB8,False
HIF1AN,False
PAX2,False
AL138762.1,False
SLF2,False
MRPL43,False
SEMA4G,True
AL133215.1,False
TWNK,False
LZTS2,False
PDZD7,False
SFXN3,False
AL133215.2,False
KAZALD1,False
TLX1,False
AL133387.2,False
BTRC,False
DPCD,False
POLL,True
FBXW4,False
NPM3,True
OGA,False
KCNIP2-AS1,False
KCNIP2,False
ARMH3,False
HPS6,False
LDB1,False
PPRC1,False
NOLC1,False
ELOVL3,False
GBF1,False
NFKB2,False
PSD,False
FBXL15,True
CUEDC2,False
C10orf95,False
MFSD13A,False
ACTR1A,False
AL121928.1,False
SUFU,False
TRIM8,False
AL391121.1,False
ARL3,True
SFXN2,False
WBP1L,False
CYP17A1,False
CYP17A1-AS1,False
AL358790.1,False
BORCS7,False
AS3MT,False
AL356608.1,False
CNNM2,False
NT5C2,False
PCGF6,False
TAF5,False
ATP5MD,False
PDCD11,False
CALHM2,False
AL139339.2,False
AL139339.1,False
NEURL1,False
SH3PXD2A,False
AL121929.2,False
STN1,False
SLK,False
COL17A1,False
SFR1,False
CFAP43,False
GSTO1,False
GSTO2,True
ITPRIP,False
CFAP58,False
AL353148.1,False
SORCS1,False
AL353740.1,False
XPNPEP1,True
ADD3,True
MXI1,False
SMNDC1,False
AL355512.1,False
DUSP5,True
SMC3,False
RBM20,False
PDCD4-AS1,False
PDCD4,False
BBIP1,False
AL158163.2,False
AL158163.1,False
SHOC2,False
ADRA2A,False
GPAM,True
TECTB,False
ACSL5,False
AL157786.1,False
ZDHHC6,False
VTI1A,False
TCF7L2,False
AL158212.2,False
HABP2,False
CASP7,False
DCLRE1A,False
NHLRC2,True
ADRB1,False
CCDC186,False
TDRD1,False
AFAP1L2,False
ABLIM1,True
FAM160B1,False
TRUB1,False
ATRNL1,False
GFRA1,False
HSPA12A,False
ENO4,False
SHTN1,False
AL731557.1,False
SLC18A2,False
AL391988.1,False
PDZD8,False
EMX2OS,False
EMX2,False
RAB11FIP2,False
CASC2,False
FAM204A,True
LINC00867,False
PRLHR,False
CACUL1,False
NANOS1,False
EIF3A,True
FAM45A,False
SFXN4,True
PRDX3,False
GRK5,False
RGS10,True
TIAL1,True
BAG3,False
INPP5F,False
MCMBP,False
SEC23IP,False
PLPP4,False
WDR11-AS1,False
WDR11,False
FGFR2,False
ATE1,False
NSMCE4A,True
TACC2,False
BTBD16,False
PLEKHA1,True
HTRA1,False
FAM24B,False
C10orf88,False
PSTK,False
IKZF5,False
ACADSB,False
BUB3,False
CPXM2,False
CHST15,False
OAT,True
LHPP,False
FAM53B,False
AL513190.1,False
FAM53B-AS1,False
EEF1AKMT2,False
ABRAXAS2,True
ZRANB1,False
CTBP2,False
AL731571.1,False
AL158835.1,False
EDRF1,True
MMP21,False
UROS,False
BCCIP,False
DHX32,False
FANK1,False
ADAM12,False
C10orf90,False
DOCK1,False
CLRN3,False
PTPRE,False
MKI67,True
MGMT,True
AL157832.1,False
AL157832.3,False
AL354950.2,False
AL354950.1,False
C10orf143,False
GLRX3,True
TCERG1L,False
PPP2R2D,False
BNIP3,False
AL162274.2,False
AL162274.1,False
JAKMIP3,False
DPYSL4,False
STK32C,True
LRRC27,False
PWWP2B,False
AL451069.2,False
C10orf91,False
INPP5A,False
CFAP46,False
ADGRA1,False
ADGRA1-AS1,False
KNDC1,False
UTF1,False
VENTX,False
ADAM8,False
TUBGCP2,False
AL360181.2,False
ZNF511,True
CALY,False
AL360181.1,False
PRAP1,False
FUOM,False
ECHS1,False
PAOX,False
MTG1,False
SPRN,False
SCART1,False
CYP2E1,False
AL161645.1,False
SYCE1,True
IQSEC3,False
AC026369.3,False
SLC6A12,False
SLC6A13,False
KDM5A,False
CCDC77,False
B4GALNT3,False
NINJ2,False
AC021054.1,False
WNK1,False
RAD52,False
AC004803.1,False
ERC1,False
WNT5B,False
FBXL14,False
ADIPOR2,False
CACNA2D4,False
DCP1B,False
CACNA1C,False
AC005342.1,False
CACNA1C-AS2,False
CACNA1C-AS1,False
FKBP4,False
ITFG2-AS1,True
ITFG2,False
NRIP2,False
FOXM1,False
RHNO1,False
TULP3,False
TEAD4,False
AC125807.2,False
TSPAN9,False
AC005865.1,False
CRACR2A,False
PARP11,False
AC005842.1,False
AC007207.2,False
CCND2,False
TIGAR,False
FGF23,False
C12orf4,False
RAD51AP1,False
DYRK4,True
AKAP3,False
NDUFA9,False
NTF3,False
ANO2,False
VWF,True
CD9,True
PLEKHG6,False
TNFRSF1A,False
SCNN1A,False
LTBR,True
AC005840.2,False
CD27,True
TAPBPL,False
VAMP1,False
AC005840.4,False
MRPL51,False
NCAPD2,False
GAPDH,False
AC006064.4,False
IFFO1,False
NOP2,False
CHD4,False
AC006064.2,False
LPAR5,False
ACRBP,False
ING4,False
ZNF384,False
COPS7A,False
AC125494.2,False
MLF2,True
PTMS,False
LAG3,False
CD4,False
GPR162,False
P3H3,False
GNB3,False
CDCA3,False
USP5,False
TPI1,False
SPSB2,False
LRRC23,False
ENO2,False
ATN1,False
C12orf57,False
U47924.2,False
PTPN6,False
PHB2,False
EMG1,True
EMG1-1,False
LPCAT3,True
C1S,False
C1R,False
C1RL,False
C1RL-AS1,False
AC233309.1,False
RBP5,False
AC018653.3,False
CLSTN3,False
PEX5,True
CD163L1,False
CD163,False
NANOG,False
SLC2A14,False
SLC2A3,False
FOXJ2,False
C3AR1,False
NECAP1,False
CLEC4A,False
FAM66C,False
AC092111.1,False
FAM90A1,False
LINC02449,False
LINC00937,False
AC092745.1,False
CLEC4D,False
CLEC4E,False
AC092746.1,False
MFAP5,False
RIMKLB,False
PHC1,False
M6PR,True
KLRG1,False
A2M-AS1,False
A2M,False
PZP,False
LINC00987,False
AC010175.1,False
LINC02367,False
KLRB1,True
CLEC2D,True
CLECL1,False
CD69,False
KLRF1,False
CLEC2B,True
AC091814.1,False
CLEC12A,False
CLEC1B,False
CLEC12B,False
CLEC9A,False
CLEC1A,False
CLEC7A,False
OLR1,False
TMEM52B,False
GABARAPL1,False
AC115676.1,False
KLRD1,False
AC022075.1,False
KLRK1,False
KLRC4,False
KLRC3,False
KLRC2,False
KLRC1,False
LINC02446,False
MAGOHB,False
STYK1,False
YBX3,False
PRH1,False
TAS2R10,False
PRR4,False
TAS2R13,False
TAS2R14,False
TAS2R31,False
TAS2R30,False
SMIM10L1,False
LINC01252,False
ETV6,False
BCL2L14,False
LRP6,False
MANSC1,True
LOH12CR2,False
